client_id,accuracy,f1
2,0.196,0.14758389084628779
2,0.311,0.29955836156382387
2,0.367,0.35988360042690604
2,0.38,0.37566149844085933
2,0.413,0.40759221379189964
2,0.432,0.4358964631659871
2,0.446,0.4527144877849606
2,0.469,0.46492509716640684
2,0.473,0.46516637796511456
2,0.475,0.476662401961756
2,0.486,0.486074537649322
2,0.517,0.5175207461511546
2,0.495,0.49820361470183405
2,0.522,0.5280586828446443
2,0.525,0.5284834519411159
2,0.526,0.5243323012910653
2,0.536,0.532824956529186
2,0.532,0.5325562461693487
2,0.551,0.5519651248065921
2,0.544,0.5420888920871016
2,0.542,0.5394692891558297
2,0.544,0.5469215508659874
2,0.532,0.5316753006640964
2,0.555,0.5518651690886992
2,0.538,0.5345049772192898
2,0.558,0.5573891035989024
2,0.531,0.5290608033705094
2,0.54,0.5432492416545663
2,0.55,0.551333168385482
2,0.532,0.5282251206738475
2,0.545,0.5501016417900376
2,0.551,0.5501832341483979
2,0.556,0.5518281163738459
2,0.529,0.5258881437709579
2,0.565,0.5656359436772531
2,0.568,0.5663601769663722
2,0.557,0.5542126546203437
2,0.528,0.5272075095222135
2,0.544,0.5389505896879754
2,0.566,0.5607660916706988
2,0.547,0.5449972775864429
2,0.561,0.5633936556604933
2,0.542,0.5367394490914479
2,0.558,0.560533175804661
2,0.534,0.5381660626489029
2,0.556,0.5581862196505621
2,0.537,0.5365815662524763
2,0.535,0.5374522478636906
2,0.545,0.5454788589586427
2,0.547,0.5479160957889226
