client_id,accuracy,f1
2,0.311,0.2814192269176258
2,0.394,0.3749118041660451
2,0.455,0.44889560769764547
2,0.49,0.48898416643498666
2,0.507,0.5014648597718928
2,0.534,0.5329611991106795
2,0.546,0.5425520968547283
2,0.567,0.5636171219111124
2,0.557,0.5518184785067233
2,0.582,0.578873259246124
2,0.59,0.5888696187909849
2,0.619,0.6225179721278236
2,0.61,0.610635021505683
2,0.616,0.6146771284214839
2,0.6,0.5992703339630728
2,0.63,0.6308866320340738
2,0.618,0.621625908121753
2,0.615,0.6195875330317746
2,0.631,0.6325332158454698
2,0.627,0.6303976189828718
2,0.624,0.6236341608337868
2,0.608,0.6088327289076694
2,0.622,0.6261571734079814
2,0.624,0.6275302716001085
2,0.618,0.6180842701480712
2,0.623,0.6256493850160519
2,0.616,0.6176800088609326
2,0.625,0.626607099395751
2,0.615,0.6171252980445645
2,0.621,0.6219998585119264
2,0.614,0.6160398823756164
2,0.628,0.6306517318439531
2,0.632,0.6356530863711709
2,0.632,0.6335357300475153
2,0.624,0.6286424300776463
2,0.61,0.6136428515019481
2,0.615,0.6168320288355286
2,0.613,0.6151880785586442
2,0.603,0.605602439387148
2,0.594,0.5992056519659247
2,0.624,0.6287270406969547
2,0.612,0.6144869942154393
2,0.605,0.6074890937516032
2,0.615,0.6174054061989915
2,0.614,0.6180955022020221
2,0.595,0.5984245157138184
2,0.605,0.6096880941264182
2,0.599,0.6057115154796443
2,0.584,0.587545144255619
2,0.601,0.6050642262685654
