client_id,accuracy,f1
0,0.276,0.21539084356403385
0,0.403,0.3663711629306876
0,0.433,0.40103651735387436
0,0.455,0.43170959753355076
0,0.448,0.4267421440796125
0,0.48,0.4612223674994979
0,0.483,0.46713455914144386
0,0.498,0.47973486814477184
0,0.517,0.5018475270688731
0,0.524,0.508470698259498
0,0.531,0.5203557979996145
0,0.549,0.5372202921954801
0,0.539,0.5258210312488734
0,0.541,0.5265878153694797
0,0.551,0.5416903756571113
0,0.563,0.5509018247905286
0,0.571,0.5612843425952732
0,0.564,0.551933699771667
0,0.576,0.5660288950430759
0,0.578,0.5717359022375554
0,0.585,0.5756731555937359
0,0.595,0.5874341179606184
0,0.599,0.5893251130466279
0,0.599,0.5850939724827908
0,0.595,0.5829819661517475
0,0.596,0.5874095812146525
0,0.598,0.5888986432780607
0,0.596,0.586335238294968
0,0.597,0.5878910811718334
0,0.611,0.6001161114218332
0,0.616,0.606034303453788
0,0.607,0.5930853612238224
0,0.615,0.6038105873077783
0,0.612,0.5992305154225762
0,0.612,0.6001890810262651
0,0.611,0.6025959388911778
0,0.618,0.6100318343633728
0,0.617,0.6070870077870847
0,0.627,0.6152281021179313
0,0.62,0.6135800211815706
0,0.62,0.6096555244481682
0,0.621,0.6122413672442393
0,0.618,0.6084248367524066
0,0.619,0.6107793828833121
0,0.624,0.6156916458148098
0,0.627,0.6207334211164073
0,0.631,0.6250139621416195
0,0.626,0.6180183891413085
0,0.631,0.6246887107707149
0,0.64,0.6303687493576817
