client_id,accuracy,f1
2,0.083,0.028161779330502686
2,0.09,0.03293684939026649
2,0.106,0.04249943127273009
2,0.118,0.05370675440175358
2,0.126,0.06822044204705205
2,0.151,0.1102041867135966
2,0.167,0.11646382652470504
2,0.177,0.1198719873558318
2,0.217,0.1576461065101061
2,0.244,0.19901570799346588
2,0.274,0.23035911086563096
2,0.285,0.2458201387726576
2,0.302,0.2640384059061708
2,0.302,0.26118632083225524
2,0.315,0.2780750368624526
2,0.323,0.30060159835989647
2,0.339,0.3088655838013307
2,0.352,0.32265897066633215
2,0.374,0.3442811717393617
2,0.38,0.35237916933159
2,0.386,0.3577069972688233
2,0.391,0.36432663738545445
2,0.413,0.3916754738526198
2,0.407,0.38254449124690715
2,0.428,0.40821244625474085
2,0.432,0.41546257402868186
2,0.445,0.43245127068125183
2,0.449,0.43619818642228203
2,0.452,0.4429775251275087
2,0.467,0.4573576443528675
2,0.475,0.46462238630518166
2,0.471,0.46138168803942375
2,0.476,0.46602570550339484
2,0.48,0.4703795241119385
2,0.486,0.4743357478115794
2,0.5,0.4942878668951378
2,0.497,0.4861186802254881
2,0.511,0.5068595810199785
2,0.52,0.5145333664137842
2,0.526,0.5237894064881397
2,0.526,0.5214507690400692
2,0.538,0.5337899960472703
2,0.524,0.5180200321188974
2,0.536,0.5310570940214372
2,0.549,0.5432966072916278
2,0.529,0.5234950369918794
2,0.548,0.5445541841411512
2,0.546,0.5425713559257839
2,0.548,0.543906500271776
2,0.562,0.5558944250828789
