client_id,accuracy,f1
1,0.2199108469539376,0.0877972560585177
1,0.2823179791976226,0.20656775325318302
1,0.3521545319465082,0.2385963320027198
1,0.4160475482912333,0.2859637123273825
1,0.43536404160475484,0.29312101021490483
1,0.4138187221396731,0.3000553953921779
1,0.48439821693907875,0.33748317960626256
1,0.43313521545319467,0.308123515038998
1,0.48291233283803864,0.3540753591121958
1,0.46285289747399705,0.33943421178751276
1,0.5178306092124815,0.3690115493955732
1,0.5393759286775631,0.3835910728673394
1,0.4970282317979198,0.3585099447271142
1,0.5356612184249628,0.38835557427990125
1,0.5304606240713224,0.38202685846307227
1,0.537147102526003,0.3949334680640209
1,0.5505200594353641,0.4135980100684814
1,0.5356612184249628,0.3908220262376053
1,0.5349182763744428,0.39241373266088175
1,0.5089153046062407,0.3818175192430405
1,0.5572065378900446,0.4124357814024484
1,0.5074294205052006,0.37609031154717426
1,0.5282317979197623,0.39185577707876956
1,0.5542347696879644,0.40996005007533914
1,0.5185735512630015,0.3722750921556831
1,0.5460624071322436,0.4086590514577833
1,0.5260029717682021,0.39088104714219035
1,0.537890044576523,0.3983824718110891
1,0.5141158989598811,0.3836579137610665
1,0.562407132243685,0.4109720386195296
1,0.5349182763744428,0.38793897862299587
1,0.5416047548291233,0.3932235083779233
1,0.5200594353640416,0.3887784617344621
1,0.5052005943536404,0.3698879426483622
1,0.537147102526003,0.39840316002606563
1,0.5193164933135216,0.3754921518704367
1,0.525260029717682,0.38235099106864967
1,0.5341753343239227,0.3884125159039644
1,0.5089153046062407,0.37336857354185676
1,0.5037147102526003,0.3803471855650812
1,0.5052005943536404,0.36299901907075965
1,0.5059435364041605,0.3708112663487782
1,0.5044576523031203,0.3715794017651531
1,0.5022288261515602,0.3624437753099853
1,0.5297176820208024,0.38729452642641743
1,0.5044576523031203,0.3619320429372254
1,0.5200594353640416,0.3766034769344235
1,0.5170876671619614,0.37638195129464297
1,0.5185735512630015,0.38298133646122523
1,0.5386329866270431,0.3985475074461346
